ISIN_First2,Unnamed: 1,Unnamed: 2,ISIN,NAME,2000-01-31 00:00:00,2000-02-29 00:00:00,2000-03-31 00:00:00,2000-04-30 00:00:00,2000-05-31 00:00:00,2000-06-30 00:00:00,2000-07-31 00:00:00,2000-08-31 00:00:00,2000-09-30 00:00:00,2000-10-31 00:00:00,2000-11-30 00:00:00,2000-12-31 00:00:00,2001-01-31 00:00:00,2001-02-28 00:00:00,2001-03-31 00:00:00,2001-04-30 00:00:00,2001-05-31 00:00:00,2001-06-30 00:00:00,2001-07-31 00:00:00,2001-08-31 00:00:00,2001-09-30 00:00:00,2001-10-31 00:00:00,2001-11-30 00:00:00,2001-12-31 00:00:00,2002-01-31 00:00:00,2002-02-28 00:00:00,2002-03-31 00:00:00,2002-04-30 00:00:00,2002-05-31 00:00:00,2002-06-30 00:00:00,2002-07-31 00:00:00,2002-08-31 00:00:00,2002-09-30 00:00:00,2002-10-31 00:00:00,2002-11-30 00:00:00,2002-12-31 00:00:00,2003-01-31 00:00:00,2003-02-28 00:00:00,2003-03-31 00:00:00,2003-04-30 00:00:00,2003-05-31 00:00:00,2003-06-30 00:00:00,2003-07-31 00:00:00,2003-08-31 00:00:00,2003-09-30 00:00:00,2003-10-31 00:00:00,2003-11-30 00:00:00,2003-12-31 00:00:00,2004-01-31 00:00:00,2004-02-29 00:00:00,2004-03-31 00:00:00,2004-04-30 00:00:00,2004-05-31 00:00:00,2004-06-30 00:00:00,2004-07-31 00:00:00,2004-08-31 00:00:00,2004-09-30 00:00:00,2004-10-31 00:00:00,2004-11-30 00:00:00,2004-12-31 00:00:00,2005-01-31 00:00:00,2005-02-28 00:00:00,2005-03-31 00:00:00,2005-04-30 00:00:00,2005-05-31 00:00:00,2005-06-30 00:00:00,2005-07-31 00:00:00,2005-08-31 00:00:00,2005-09-30 00:00:00,2005-10-31 00:00:00,2005-11-30 00:00:00,2005-12-31 00:00:00,2006-01-31 00:00:00,2006-02-28 00:00:00,2006-03-31 00:00:00,2006-04-30 00:00:00,2006-05-31 00:00:00,2006-06-30 00:00:00,2006-07-31 00:00:00,2006-08-31 00:00:00,2006-09-30 00:00:00,2006-10-31 00:00:00,2006-11-30 00:00:00,2006-12-31 00:00:00,2007-01-31 00:00:00,2007-02-28 00:00:00,2007-03-31 00:00:00,2007-04-30 00:00:00,2007-05-31 00:00:00,2007-06-30 00:00:00,2007-07-31 00:00:00,2007-08-31 00:00:00,2007-09-30 00:00:00,2007-10-31 00:00:00,2007-11-30 00:00:00,2007-12-31 00:00:00,2008-01-31 00:00:00,2008-02-29 00:00:00,2008-03-31 00:00:00,2008-04-30 00:00:00,2008-05-31 00:00:00,2008-06-30 00:00:00,2008-07-31 00:00:00,2008-08-31 00:00:00,2008-09-30 00:00:00,2008-10-31 00:00:00,2008-11-30 00:00:00,2008-12-31 00:00:00,2009-01-31 00:00:00,2009-02-28 00:00:00,2009-03-31 00:00:00,2009-04-30 00:00:00,2009-05-31 00:00:00,2009-06-30 00:00:00,2009-07-31 00:00:00,2009-08-31 00:00:00,2009-09-30 00:00:00,2009-10-31 00:00:00,2009-11-30 00:00:00,2009-12-31 00:00:00,2010-01-31 00:00:00,2010-02-28 00:00:00,2010-03-31 00:00:00,2010-04-30 00:00:00,2010-05-31 00:00:00,2010-06-30 00:00:00,2010-07-31 00:00:00,2010-08-31 00:00:00,2010-09-30 00:00:00,2010-10-31 00:00:00,2010-11-30 00:00:00,2010-12-31 00:00:00,2011-01-31 00:00:00,2011-02-28 00:00:00,2011-03-31 00:00:00,2011-04-30 00:00:00,2011-05-31 00:00:00,2011-06-30 00:00:00,2011-07-31 00:00:00,2011-08-31 00:00:00,2011-09-30 00:00:00,2011-10-31 00:00:00,2011-11-30 00:00:00,2011-12-31 00:00:00,2012-01-31 00:00:00,2012-02-29 00:00:00,2012-03-31 00:00:00,2012-04-30 00:00:00,2012-05-31 00:00:00,2012-06-30 00:00:00,2012-07-31 00:00:00,2012-08-31 00:00:00,2012-09-30 00:00:00,2012-10-31 00:00:00,2012-11-30 00:00:00,2012-12-31 00:00:00,2013-01-31 00:00:00,2013-02-28 00:00:00,2013-03-31 00:00:00,2013-04-30 00:00:00,2013-05-31 00:00:00,2013-06-30 00:00:00,2013-07-31 00:00:00,2013-08-31 00:00:00,2013-09-30 00:00:00,2013-10-31 00:00:00,2013-11-30 00:00:00,2013-12-31 00:00:00,2014-01-31 00:00:00,2014-02-28 00:00:00,2014-03-31 00:00:00,2014-04-30 00:00:00,2014-05-31 00:00:00,2014-06-30 00:00:00,2014-07-31 00:00:00,2014-08-31 00:00:00,2014-09-30 00:00:00,2014-10-31 00:00:00,2014-11-30 00:00:00,2014-12-31 00:00:00,2015-01-31 00:00:00,2015-02-28 00:00:00,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-31 00:00:00,2015-06-30 00:00:00,2015-07-31 00:00:00,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-10-31 00:00:00,2015-11-30 00:00:00,2015-12-31 00:00:00,2016-01-31 00:00:00,2016-02-29 00:00:00,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,2016-06-30 00:00:00,2016-07-31 00:00:00,2016-08-31 00:00:00,2016-09-30 00:00:00,2016-10-31 00:00:00,2016-11-30 00:00:00,2016-12-31 00:00:00,2017-01-31 00:00:00,2017-02-28 00:00:00,2017-03-31 00:00:00,2017-04-30 00:00:00,2017-05-31 00:00:00,2017-06-30 00:00:00,2017-07-31 00:00:00,2017-08-31 00:00:00,2017-09-30 00:00:00,2017-10-31 00:00:00,2017-11-30 00:00:00,2017-12-31 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-08-31 00:00:00,2018-09-30 00:00:00,2018-10-31 00:00:00,2018-11-30 00:00:00,2018-12-31 00:00:00,2019-01-31 00:00:00,2019-02-28 00:00:00,2019-03-31 00:00:00,2019-04-30 00:00:00,2019-05-31 00:00:00,2019-06-30 00:00:00,2019-07-31 00:00:00,2019-08-31 00:00:00,2019-09-30 00:00:00,2019-10-31 00:00:00,2019-11-30 00:00:00,2019-12-31 00:00:00,2020-01-31 00:00:00,2020-02-29 00:00:00,2020-03-31 00:00:00,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-04-30 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-07-31 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2022-12-31 00:00:00
AT,AUSTRIA,EUR,AT00000VIE62,FLUGHAFEN WIEN,156.25,153.83,158.62,137.27,148.95,159.68,151.08,153.35,161.64,162.8,156.06,169.02,161.98,164.34,149.74,154.85,151.95,152.74,156.24,157.14,128.85,111.33,126.72,126.01,133.05,132.42,147.14,160.19,164.32,170.76,148.55,155.86,156.14,166.75,164.56,166.81,179.4,179.91,167.72,184.45,193.7,192.18,198.29,196.96,213.04,215.49,225.0,248.09,292.95,292.35,310.25,304.47,306.25,317.71,316.74,316.12,335.31,361.21,394.65,417.1,396.8,429.25,370.95,372.36,368.24,371.72,369.12,380.86,386.76,370.51,363.9,408.74,451.72,462.1,448.05,450.65,437.01,451.87,451.57,479.39,489.55,530.57,543.32,580.53,588.22,547.79,577.47,645.36,593.63,600.92,642.31,609.7,626.89,720.14,688.62,702.81,675.06,697.06,735.97,769.28,721.04,599.3,534.54,511.8,391.98,254.62,245.32,277.04,252.17,172.2,183.43,211.36,270.31,283.46,269.67,296.03,362.86,352.34,353.16,349.14,327.64,320.47,348.4,393.01,368.14,388.22,424.44,430.23,426.45,455.85,452.69,505.73,484.26,494.67,467.3,463.96,449.85,393.59,381.83,379.23,331.95,350.67,297.77,293.67,284.75,288.71,300.79,354.04,311.87,315.38,311.01,364.15,369.63,360.86,393.68,451.48,491.68,477.93,475.05,494.29,491.87,464.93,516.91,520.02,551.77,630.0,653.45,684.58,655.11,739.57,807.04,798.25,781.54,772.79,779.05,745.81,693.2,761.72,804.06,771.62,719.25,714.5,721.65,744.15,760.19,734.57,734.78,774.63,763.25,802.17,791.85,806.23,743.08,739.03,926.83,968.74,936.07,935.33,1018.6,958.82,854.63,836.69,812.43,853.19,976.92,975.06,1094.17,1253.71,1313.47,1335.04,1378.19,1381.58,1373.39,1417.74,1406.19,1422.45,1556.91,1485.63,1443.89,1431.26,1377.42,1337.88,1355.47,1370.8,1464.38,1396.0,1395.08,1416.63,1492.09,1433.65,1556.86,1578.02,1521.65,1651.28,1636.93,1507.75,1536.74,1508.99,1523.77,1557.53,1484.71,1221.27,947.74,1072.87,1144.79,1044.44,1121.35,1142.9,956.84,866.96,1191.51,1369.41,1256.98,1391.98,1263.56,1345.08,1370.62,1274.96,1220.4,1219.23,1275.83,1212.26,1121.19,1111.83,1161.94,1155.92,1073.5,1044.97,1035.49,1258.39,1229.26,1215.93,1190.06,1198.76,1248.9,1269.03
AT,AUSTRIA,EUR,AT0000652011,ERSTE GROUP BANK,94.91,97.74,100.5,96.13,97.86,102.06,102.43,106.82,102.31,98.3,97.16,108.87,120.76,124.42,123.33,131.54,118.55,122.81,125.68,130.96,121.27,108.83,129.16,131.07,124.08,134.42,153.47,184.43,180.53,179.91,173.15,168.69,156.76,147.54,136.49,169.47,168.64,168.51,179.67,199.2,216.88,226.34,224.57,235.92,259.05,283.18,292.6,316.5,331.27,357.71,383.36,383.34,400.52,407.22,402.69,394.4,431.53,460.29,527.74,553.98,512.38,567.13,543.83,501.95,518.89,526.55,536.35,581.21,564.06,546.52,560.28,583.49,590.76,644.49,624.18,642.2,613.1,603.8,618.48,648.41,667.5,730.76,782.53,822.2,832.39,796.16,832.87,864.46,841.91,846.95,823.83,786.7,824.73,879.02,790.67,769.31,581.5,634.11,705.71,805.74,840.7,686.8,709.57,665.19,533.47,289.95,249.02,248.28,167.28,107.4,186.63,248.17,292.68,327.89,422.1,515.68,542.68,493.25,494.22,454.52,466.01,459.07,511.58,546.32,447.54,400.75,498.02,451.88,497.74,559.55,486.96,585.2,622.91,655.84,627.23,628.37,631.3,664.29,608.14,462.61,329.22,275.79,218.82,223.52,278.58,319.35,291.82,291.82,219.02,240.38,229.92,256.57,283.16,318.22,372.81,401.48,426.41,408.87,353.66,397.69,418.03,343.04,392.19,413.76,409.1,456.86,456.4,451.57,471.14,459.4,442.2,433.93,453.67,421.79,336.05,335.54,298.8,331.91,354.15,303.59,282.95,342.63,321.27,370.96,377.75,370.22,393.27,388.1,377.66,384.29,400.03,409.64,377.25,336.25,367.13,375.29,356.84,300.73,353.3,373.83,394.89,417.99,370.99,391.16,405.32,388.9,435.12,476.34,498.45,524.75,568.17,579.13,592.91,589.77,599.72,594.97,692.93,701.5,688.62,673.19,591.21,592.49,613.87,565.97,589.89,579.0,560.13,471.37,495.15,537.44,522.14,567.91,523.77,550.26,534.68,477.17,489.66,523.04,530.47,557.68,544.01,504.56,274.26,321.45,325.47,348.33,330.85,360.81,310.29,303.14,426.76,451.74,454.11,490.37,503.17,527.49,617.37,551.09,582.58,600.34,662.51,644.84,668.96,724.56,712.18,553.64,567.3,482.13,504.75,410.92,409.07,367.15,360.26,400.68,495.04,518.33
AT,AUSTRIA,EUR,AT0000743059,OMV,389.64,318.75,311.41,335.24,356.91,364.63,305.99,310.37,302.06,283.34,285.65,323.77,315.62,338.63,328.57,352.05,430.56,363.81,403.63,421.98,352.1,328.49,361.48,363.83,362.93,365.78,414.34,408.84,406.39,445.25,386.43,404.34,382.41,439.31,408.76,444.88,461.79,489.54,489.33,544.02,529.21,563.16,532.84,550.68,561.14,599.38,664.19,698.11,745.35,755.68,887.04,856.89,843.94,936.85,1054.58,1099.52,1108.85,1152.41,1269.25,1450.14,1498.77,1671.03,1532.94,1484.93,1722.83,2133.57,2283.42,2658.21,2916.36,2638.68,2705.32,2858.51,3456.83,3038.06,3270.41,3398.46,2911.45,2971.34,3059.04,2659.49,2583.79,2713.56,2679.8,2829.82,2664.05,2782.09,3133.16,3188.47,3385.9,3409.44,3227.34,3167.39,3397.21,3808.73,3634.94,4132.94,3625.06,3709.12,3383.35,3847.73,4290.16,4098.05,3613.98,3361.07,2149.13,1653.13,1304.08,1357.55,1496.8,1381.45,1745.46,1640.41,2199.79,2030.78,2141.96,2139.21,2186.13,2249.86,2294.96,2389.33,2156.4,2013.71,2039.16,1952.46,1793.27,1707.31,1885.15,1820.24,2112.01,2102.1,1898.66,2350.5,2502.59,2396.71,2549.56,2573.45,2434.57,2562.31,2344.47,2322.87,1772.58,2068.27,1942.8,1785.15,1924.98,2191.93,2082.0,1985.95,1676.79,1934.99,1939.17,2046.41,2156.85,2249.48,2200.14,2220.12,2536.78,2683.07,2622.29,2895.16,2942.66,2864.55,2805.29,2925.17,3137.96,3034.53,3117.34,3044.74,2749.24,2892.06,2882.88,2968.97,2746.01,2991.8,2663.52,2564.47,2228.83,2081.27,1920.2,1763.66,1649.47,1912.23,1817.77,2207.64,1967.7,1909.11,1858.19,1776.81,1683.99,1856.07,1980.83,1970.76,1777.02,1824.11,1956.16,2084.28,2012.63,2021.72,1917.99,2019.1,2077.89,2252.77,2334.7,2554.7,2524.37,2765.42,2847.1,3322.46,3863.44,3836.71,4174.27,4250.62,4314.24,4448.8,4613.54,4696.74,4783.36,4253.25,4305.07,4606.88,4381.45,4326.27,4316.86,4050.15,4287.68,4246.77,3854.39,3335.71,3799.23,4019.51,4143.42,4082.46,3720.25,3870.45,4001.3,4053.71,4257.84,4629.6,4524.75,4458.82,3954.55,3297.55,2189.62,2597.53,2622.13,2651.15,2506.08,2585.82,2176.39,1961.2,2903.54,3450.98,3607.15,4135.23,4345.49,4219.37,4892.51,5040.86,4783.1,4909.0,5358.74,5373.35,4684.82,5033.33,5360.04,4217.89,4277.87,4589.77,5163.58,4341.76,3918.78,3758.17,3396.99,4277.1,4792.28,4763.37
AT,AUSTRIA,EUR,AT0000746409,VERBUND,524.6,564.59,518.56,463.37,498.05,498.53,479.66,451.66,449.45,389.48,420.73,490.55,503.91,556.64,536.95,540.44,444.95,405.06,457.18,435.62,413.58,327.86,345.44,365.21,382.55,372.55,384.12,424.96,403.83,430.11,381.01,340.11,348.88,356.72,372.55,421.52,433.99,439.21,438.93,465.54,459.16,464.15,453.88,452.47,470.73,474.35,514.2,588.39,639.35,751.14,772.74,838.53,850.31,900.57,931.32,926.99,892.91,1000.66,1038.47,1140.74,1114.75,1219.99,1184.88,1302.84,1350.96,1438.0,1555.03,1765.26,1834.15,1659.9,1635.77,1851.66,2328.11,2422.52,2346.26,2507.04,2424.92,2539.83,2552.96,2658.85,2552.93,2636.97,2646.82,2815.61,2546.7,2219.78,2413.09,2794.73,2906.61,2763.42,2661.88,2682.53,3105.03,3564.33,3662.87,3781.1,3526.82,4022.03,3859.22,4264.39,4646.59,4938.24,4392.12,4180.18,3337.43,2583.58,2424.65,2492.38,2114.84,1712.77,2090.29,2369.56,3072.06,2907.26,2769.41,2901.48,2885.29,2578.56,2573.11,2435.25,2396.54,2331.32,2272.07,2226.86,1899.39,1836.55,2114.35,2124.95,2140.01,2378.83,1880.67,2229.24,2385.71,2282.04,2651.63,2747.82,2722.56,2639.12,2482.35,2341.31,1764.53,1780.29,1616.48,1633.25,1649.79,1707.79,1843.07,1743.88,1440.33,1428.84,1195.13,1264.83,1290.6,1449.74,1424.7,1541.15,1327.44,1296.82,1352.96,1416.86,1351.41,1225.94,1272.54,1242.37,1463.99,1519.97,1407.39,1382.09,1363.43,1370.52,1330.2,1339.8,1344.93,1339.01,1299.88,1357.97,1392.67,1396.93,1375.72,1279.7,1209.31,1309.9,1156.93,1196.72,1127.22,1023.81,1097.36,995.28,933.66,1001.87,975.3,907.9,850.54,768.37,901.79,1014.26,991.43,1024.87,1136.32,1119.57,1211.25,1209.77,1061.77,1161.74,1168.76,1209.33,1235.44,1227.36,1380.02,1406.89,1457.38,1586.02,1742.67,1796.46,1752.81,1787.8,2053.25,1965.14,2145.12,2336.01,2439.31,2429.31,2963.64,3055.27,3700.79,3029.84,3072.07,3197.6,3845.85,3619.73,3608.11,3722.41,3785.92,3972.55,4272.26,4522.1,4150.26,4103.16,3944.82,3808.49,4010.35,3571.75,2747.48,3435.35,3377.53,3454.09,4063.54,4152.21,4223.26,4437.68,5431.32,6593.93,6973.6,5918.74,5622.04,6410.97,7150.01,7180.28,7198.31,8537.33,7925.44,8130.25,8118.56,8769.64,8199.06,9458.51,8285.25,8406.71,7820.72,7690.07,8637.53,7555.23,6751.05,6172.06,6981.93,6614.67
AT,AUSTRIA,EUR,AT0000831706,WIENERBERGER,2379.46,2203.58,2451.55,2552.81,2746.8,2775.92,2707.01,2597.53,2607.24,2287.71,2049.38,2186.26,2184.86,2686.93,2444.78,2387.07,2104.11,2145.13,2295.12,2086.84,1883.38,1871.87,1791.49,1776.97,1803.26,1986.11,2015.35,2055.41,2345.85,2288.93,1824.0,1964.18,1893.03,1978.47,1994.85,2322.13,2165.38,2224.8,2302.24,2462.33,2464.82,2385.01,2479.56,2585.57,2886.41,2887.61,3438.11,3626.22,4013.35,4283.95,4503.7,4434.09,4733.26,4866.9,5016.87,5064.26,5245.01,5531.77,6206.59,6680.33,6452.56,6968.94,6380.03,5920.94,6410.14,6692.91,6694.11,5911.42,5696.06,5565.59,5537.95,5744.58,6347.5,6680.67,7236.33,7820.5,7610.66,7037.14,7015.5,7105.33,6988.34,7701.08,7897.58,8790.41,9097.39,9099.54,9219.09,10735.85,11453.84,11209.27,10665.49,10832.31,9499.03,9473.85,8636.89,8444.76,6910.6,7420.82,8129.44,8777.25,8382.51,6648.78,4271.12,4193.41,4218.32,2588.35,2228.72,2617.52,2039.87,1296.23,1245.83,1887.08,2223.99,1959.75,2622.57,3614.99,3609.07,3183.03,2999.55,3210.74,3310.08,3001.61,3416.81,3285.17,2658.0,2156.77,2427.26,2274.63,2884.24,2944.99,2776.33,3356.92,3625.18,3625.56,3533.62,3750.0,3429.13,3248.37,2836.81,2524.6,2088.86,2160.07,1861.94,1596.04,2032.58,2183.01,2065.28,2054.21,1610.43,1688.79,1512.75,1379.22,1391.14,1285.51,1455.39,1638.22,1830.95,1945.83,2138.72,2210.46,2293.76,2093.28,2369.31,2620.87,3189.4,3161.23,3039.93,2882.81,2876.24,3430.93,3477.47,3368.84,3292.03,3073.45,2758.61,2747.03,2361.21,2215.71,2524.47,2537.95,2589.96,2877.71,2926.59,2976.66,2952.73,2909.86,3074.68,3292.58,3250.0,3429.22,3249.05,3437.56,2829.91,3272.38,3561.68,3659.47,3374.3,2624.73,2893.61,2975.81,3184.96,2993.74,3322.78,3262.29,3619.18,3705.96,3986.77,4390.02,4483.78,4310.51,4355.05,4095.61,4647.63,4883.07,4322.84,4602.01,5198.27,5131.01,4748.46,4798.13,5061.57,4834.49,4754.27,5308.77,4845.18,4458.96,4341.99,3984.99,4355.71,4388.58,4116.52,4440.7,4273.73,4905.43,4574.92,4573.09,4834.61,5368.04,5449.73,5887.01,5635.95,5032.31,3134.19,3706.98,3974.52,4323.0,4570.16,5369.96,5246.65,5147.88,5672.32,6511.05,6950.68,6855.57,7482.07,8012.29,8008.48,8004.35,8486.53,8149.14,7013.84,7359.14,7597.37,7637.8,7445.31,6246.72,6331.35,5915.37,5895.8,4581.59,4896.37,5022.24,4318.66,4894.01,5548.18,5152.51
AT,AUSTRIA,EUR,AT0000908504,VIENNA INSURANCE GROUP A,161.98,156.68,155.74,152.34,159.84,166.14,161.99,149.81,149.63,145.01,147.99,161.31,156.28,160.24,147.88,150.98,149.47,149.6,155.86,160.41,160.83,158.65,155.71,157.37,151.77,150.36,152.73,157.61,167.86,176.2,174.9,174.96,175.55,173.59,171.23,190.48,188.15,186.06,184.42,191.49,204.29,196.98,193.95,188.07,198.82,207.37,218.04,238.48,287.41,337.33,343.13,340.46,340.97,337.02,332.07,316.54,317.85,351.57,362.76,375.8,487.18,515.97,530.62,579.98,566.66,601.64,617.78,624.66,649.9,597.86,613.79,678.02,722.75,735.48,711.66,737.54,714.26,688.05,680.71,716.34,733.49,752.48,804.1,820.61,851.97,813.56,826.85,880.47,877.53,846.63,838.93,816.04,827.35,874.29,888.38,954.66,905.26,998.3,912.96,908.79,922.18,802.2,811.68,761.45,597.0,323.29,332.75,407.06,382.72,273.07,348.66,478.28,534.84,547.32,578.6,655.22,718.04,729.06,678.83,664.8,621.15,621.67,681.0,634.75,543.01,540.48,627.49,624.3,711.71,710.18,616.23,689.89,720.28,759.97,756.13,790.48,771.44,745.13,721.97,633.37,521.71,574.44,483.76,539.03,585.82,601.17,597.18,552.83,493.54,569.61,548.78,590.77,597.74,604.45,668.4,749.48,745.05,713.99,683.03,746.92,709.56,672.7,748.63,735.86,745.03,769.44,762.6,723.95,688.43,743.14,715.38,772.69,784.85,802.02,745.55,728.11,676.86,720.27,747.4,672.41,636.07,664.3,663.1,596.84,568.67,534.93,541.05,510.79,458.86,501.86,436.7,428.61,384.45,362.93,330.67,352.2,356.52,304.1,319.69,316.15,326.87,317.09,327.94,361.64,391.68,388.19,390.46,417.28,456.95,468.21,499.38,490.13,491.5,487.33,490.57,514.29,591.04,554.73,555.67,541.88,494.15,469.73,490.49,470.49,491.67,458.57,443.06,399.26,418.56,415.76,442.84,478.66,439.42,462.38,465.09,444.15,469.15,488.11,498.29,513.37,486.87,435.1,338.62,362.47,378.54,402.43,400.27,441.43,424.42,386.93,455.76,485.31,488.82,515.02,495.31,511.91,557.07,540.34,542.64,570.39,567.99,575.12,542.77,557.31,572.55,517.28,513.52,491.04,498.32,473.3,474.34,493.88,425.22,464.9,476.86,495.39
AT,AUSTRIA,EUR,AT0000937503,VOESTALPINE,154.48,147.4,148.8,136.9,132.23,143.77,135.68,131.29,122.43,116.13,115.15,137.47,134.19,145.9,135.14,140.63,137.16,150.84,159.38,156.95,143.05,139.12,145.79,149.64,144.33,144.02,148.68,162.3,164.75,171.16,159.63,156.71,137.86,137.67,138.21,131.84,137.97,129.58,136.22,152.63,183.2,214.35,225.58,218.62,199.08,201.01,221.75,228.72,254.92,257.06,255.26,244.44,250.65,276.61,276.41,286.34,331.16,339.16,417.68,453.78,442.44,487.86,452.17,395.94,395.0,409.48,448.78,494.55,534.4,504.13,576.3,608.37,713.43,706.33,846.34,882.97,860.94,920.1,918.13,942.14,1026.59,1173.45,1234.49,1403.3,1435.56,1538.25,1798.54,1689.47,1806.66,2100.33,2155.91,2080.42,2191.72,2283.71,1866.72,1838.54,1542.98,1613.71,1773.02,1949.98,2117.04,2089.46,1760.97,1454.13,814.15,642.08,557.98,557.18,519.78,415.65,348.53,517.36,766.12,730.79,778.99,909.15,1006.08,972.21,1001.53,1040.52,999.41,997.11,1143.66,1065.97,778.79,781.57,922.34,858.45,1063.79,1141.77,1173.68,1379.22,1295.87,1333.4,1355.83,1421.49,1441.98,1591.51,1530.44,1139.15,867.92,1027.93,852.18,829.24,967.24,1049.12,989.8,954.17,736.27,780.16,836.21,879.62,918.52,965.31,989.8,1117.94,1122.25,1036.38,942.96,958.02,1021.47,1081.03,1211.84,1352.07,1515.38,1497.81,1578.55,1524.52,1419.95,1428.49,1392.73,1444.83,1467.04,1507.06,1435.36,1399.72,1286.81,1303.05,1355.16,1291.55,1158.65,1275.13,1191.73,1364.75,1351.33,1353.67,1444.54,1222.11,1146.47,1217.26,1088.28,1030.19,877.5,970.63,1121.08,1206.34,1146.58,1115.79,1219.32,1143.08,1197.34,1222.18,1312.09,1360.61,1465.5,1460.23,1365.22,1444.84,1567.84,1609.77,1794.37,1840.23,1811.2,1953.96,2066.63,2125.33,2312.73,2061.56,1859.07,1875.3,1905.08,1635.59,1844.36,1652.98,1682.57,1307.72,1221.93,1097.0,1176.28,1139.65,1117.59,1179.72,957.57,1137.67,1029.25,887.17,883.73,963.1,1019.68,1073.09,934.12,835.47,782.04,795.82,750.05,826.87,861.2,966.95,1025.09,1079.34,1247.4,1392.87,1421.68,1548.74,1613.28,1688.41,1755.68,1582.23,1737.19,1786.1,1463.13,1497.44,1325.21,1433.84,1299.48,1302.88,1184.55,1041.65,1151.4,835.35,935.15,847.25,718.38,909.74,1119.41,1107.57
AT,AUSTRIA,EUR,AT0000938204,MAYR-MELNHOF KARTON,111.26,113.86,104.32,97.96,100.94,101.36,96.89,96.77,90.38,82.76,84.08,94.09,98.78,103.1,95.81,101.59,94.82,97.41,105.45,108.27,108.62,109.94,104.46,104.19,116.17,127.38,130.01,146.55,153.44,162.27,140.71,140.09,144.37,148.41,159.57,166.42,180.88,176.08,181.53,190.64,198.1,192.14,194.98,197.08,214.83,230.57,247.3,277.36,287.22,281.11,289.64,293.2,282.84,304.16,308.12,311.94,331.04,331.69,376.74,401.69,387.96,420.28,375.92,351.48,348.42,337.63,349.69,340.14,355.33,333.78,325.08,339.03,365.27,358.49,434.78,449.01,410.48,398.75,416.92,434.31,424.9,456.85,449.23,463.76,477.37,479.43,550.66,582.69,580.61,571.97,564.98,543.76,555.09,597.48,566.98,545.9,492.13,515.99,510.09,526.92,536.96,488.17,471.28,409.88,390.95,317.65,314.59,364.23,344.9,335.67,363.46,362.74,467.53,449.18,496.95,508.5,539.53,503.95,530.37,550.43,504.88,494.07,504.72,518.89,470.7,486.6,560.55,521.42,554.61,589.47,562.16,637.74,649.06,622.59,638.73,664.27,662.41,659.82,590.58,567.59,506.85,522.57,474.15,475.53,526.31,554.57,562.19,585.44,518.49,528.5,506.36,532.88,538.36,568.03,607.7,612.54,680.69,652.51,630.14,635.44,645.27,633.72,646.28,632.36,637.6,660.01,731.17,732.03,721.55,756.61,738.66,750.57,768.65,742.38,744.24,728.62,662.06,668.15,649.58,648.53,642.87,663.01,642.52,722.45,726.34,721.39,744.63,750.54,736.62,758.31,723.29,806.69,734.72,710.68,779.7,761.41,751.21,713.44,719.45,737.64,721.82,725.68,661.89,696.87,740.61,727.84,765.91,793.05,856.39,880.15,885.99,915.45,967.27,979.07,968.76,991.37,1061.28,1017.66,1021.17,1024.39,988.88,932.62,941.1,890.77,868.35,875.3,893.5,868.87,911.81,931.6,867.41,918.41,884.75,894.45,901.36,843.04,854.73,873.06,942.72,953.4,975.87,931.36,880.49,975.38,1093.29,1121.89,1131.23,1250.32,1265.22,1188.92,1285.42,1469.81,1448.76,1597.76,1500.83,1512.68,1490.27,1579.16,1577.3,1563.18,1417.84,1460.35,1432.1,1489.0,1431.24,1404.03,1331.45,1317.15,1293.7,1283.14,1203.63,1135.16,979.78,1078.3,1263.82,1222.66
